source_row,weapon,expanded_perks,notes,raw_perk_columns_json,parsed_perk_columns_json
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 失衡弹药 / 冲击支撑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 失衡弹药 / 混沌重塑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 失衡弹药 / 枯萎凝视,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 维度偏移 / 冲击支撑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 维度偏移 / 混沌重塑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 维度偏移 / 枯萎凝视,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 集体爆破 / 冲击支撑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 集体爆破 / 混沌重塑,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
4,"鲁莽神谕
万神殿版本",箭头制退器 / 合金弹匣 / 集体爆破 / 枯萎凝视,所有相关虚空perk外加混沌重塑，全面出色,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""失衡弹药\n维度偏移\n集体爆破"", ""Perk 2"": ""冲击支撑\n混沌重塑\n枯萎凝视""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""失衡弹药"", ""维度偏移"", ""集体爆破""], ""Perk 2"": [""冲击支撑"", ""混沌重塑"", ""枯萎凝视""]}"
6,牡鹿之角,弹性弓弦 / 精巧箭杆 / 蜻蜓 / 伏特子弹,Tier S | Rank 1 | 终焉未至但带有万能卡牌,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓"", ""Perk 2"": ""伏特子弹\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓""], ""Perk 2"": [""伏特子弹"", ""弓手的智谋""]}"
6,牡鹿之角,弹性弓弦 / 精巧箭杆 / 蜻蜓 / 弓手的智谋,Tier S | Rank 1 | 终焉未至但带有万能卡牌,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓"", ""Perk 2"": ""伏特子弹\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓""], ""Perk 2"": [""伏特子弹"", ""弓手的智谋""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 迷惑爆发 / 动能震颤,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 迷惑爆发 / 爆炸箭头,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 即兴弹药 / 动能震颤,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 即兴弹药 / 爆炸箭头,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 弓手节奏 / 动能震颤,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
7,刺骨寒风,弹性弓弦 / 精巧箭杆 / 弓手节奏 / 爆炸箭头,Tier S | Rank 2 | 不知何故比累积救赎更好,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""迷惑爆发\n即兴弹药\n弓手节奏"", ""Perk 2"": ""动能震颤\n爆炸箭头""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""迷惑爆发"", ""即兴弹药"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""爆炸箭头""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 墓碑 / 萤火虫,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 墓碑 / 结晶残花,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 墓碑 / 弓手的智谋,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 霜华窃取者 / 萤火虫,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 霜华窃取者 / 结晶残花,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
8,恶意尖牙,弹性弓弦 / 精巧箭杆 / 霜华窃取者 / 弓手的智谋,Tier S | Rank 3 | 冰火组合，但放在弓箭上,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""墓碑\n霜华窃取者"", ""Perk 2"": ""萤火虫\n结晶残花\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""墓碑"", ""霜华窃取者""], ""Perk 2"": [""萤火虫"", ""结晶残花"", ""弓手的智谋""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 蜻蜓 / 伏特子弹,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 蜻蜓 / 混沌重塑,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 蜻蜓 / 巨脉蜻蜓,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 风暴涌动 / 伏特子弹,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 风暴涌动 / 混沌重塑,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 风暴涌动 / 巨脉蜻蜓,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 边打边劫 / 伏特子弹,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 边打边劫 / 混沌重塑,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
9,终焉未至,弹性弓弦 / 精巧箭杆 / 边打边劫 / 巨脉蜻蜓,Tier S | Rank 4 | 双重溅射优先于箭矢可用时间实用性的典型例子,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""蜻蜓\n风暴涌动\n边打边劫"", ""Perk 2"": ""伏特子弹\n混沌重塑\n巨脉蜻蜓""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""蜻蜓"", ""风暴涌动"", ""边打边劫""], ""Perk 2"": [""伏特子弹"", ""混沌重塑"", ""巨脉蜻蜓""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 羸弱能量球 / 动能震颤,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 羸弱能量球 / 萤火虫,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 羸弱能量球 / 弓手的智谋,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 弓手节奏 / 动能震颤,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 弓手节奏 / 萤火虫,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
10,累积救赎,弹性弓弦 / 精巧箭杆 / 弓手节奏 / 弓手的智谋,Tier S | Rank 5 | 优秀的能量球生成器，动能震颤成长也扎实,"{""Perk"": ""弹性弓弦"", ""Perk__2"": ""精巧箭杆"", ""Perk 1"": ""羸弱能量球\n弓手节奏"", ""Perk 2"": ""动能震颤\n萤火虫\n弓手的智谋""}","{""Perk"": [""弹性弓弦""], ""Perk__2"": [""精巧箭杆""], ""Perk 1"": [""羸弱能量球"", ""弓手节奏""], ""Perk 2"": [""动能震颤"", ""萤火虫"", ""弓手的智谋""]}"
12,克洛塔之语,槽化枪管 / 广口弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 1 | 优秀框架，出色perk，惊艳起源特质,"{""Perk"": ""槽化枪管"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n蜻蜓"", ""Perk 2"": ""失衡弹药""}","{""Perk"": [""槽化枪管""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""蜻蜓""], ""Perk 2"": [""失衡弹药""]}"
12,克洛塔之语,槽化枪管 / 广口弹匣 / 蜻蜓 / 失衡弹药,Tier S | Rank 1 | 优秀框架，出色perk，惊艳起源特质,"{""Perk"": ""槽化枪管"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n蜻蜓"", ""Perk 2"": ""失衡弹药""}","{""Perk"": [""槽化枪管""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""蜻蜓""], ""Perk 2"": [""失衡弹药""]}"
